ISP,State-Physical,Street Address-Line 1,Street Address-Line 2,School Level-Original,Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Paid,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free and Reduced,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District ID,District Name,School Name,School Type-Original,School ID,County,City,Zip Code,CEP (Y/N),Claim Date,Operating Days,Breakfast Delivery Model from State Agency Tracking-Original,Enrollment-Total,Enrollment-Free,Enrollment-Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid
,,,,,,,,,12,2018,,,,,12,12,,,,,,,,KS,318,26.5,31,2.583333333,KS@835@D0232,200549000898,SY18-19,,32,0.047407407,,Public,,,,Cafeteria,,,D0232,DeSoto,Monticello Trails Middle School,Public School,835,Johnson,Shawnee,66226-3107,N,12/1/2018,12,Traditional,675,16,16,173,145,4958,21,10,67
,,,,,,,,,10,2018,,,,,22,22,,,,,,,,KS,1313,59.681818182,652,29.636363636,KS@7758@D0481,200744001289,SY18-19,,79,0.503184713,,Public,,,,Cafeteria,,,D0481,Rural Vista,White City Elem,Public School,7758,Dickinson,White City,66872-0008,N,10/1/2018,22,Traditional,157,67,12,1108,205,1211,611,41,149
,,,,,,,,,8,2018,,,,,12,12,,,,,,,,KS,528,44,174,14.5,KS@5746@D0408,200924000947,SY18-19,,54,0.5,,Public,,,,Cafeteria,,,D0408,Marion,Marion Middle School,Public School,5746,Marion,Marion,66861-1437,N,8/1/2018,12,Traditional,108,37,17,354,174,465,149,25,46
,,,,,,,,,4,2019,,,,,20,20,,,,,,,,KS,3605,180.25,2848,142.4,KS@7443@D0470,200345001234,SY18-19,,219,0.690851735,,Public,,,,Cafeteria,,,D0470,Arkansas City,Jefferson Elementary School,Public School,7443,Cowley,Arkansas City,67005-1299,N,4/1/2019,20,Traditional,317,199,20,3273,332,1021,2600,248,787
,,,,,,,,,1,2019,,,,,20,20,,,,,,,,KS,519,25.95,178,8.9,KS@4876@D0375,201230002017,SY18-19,,35,0.123674912,,Public,,,,Cafeteria,,,D0375,Circle,Circle Greenwich Elementary,Public School,4876,Butler,Wichita,67226,N,1/1/2019,20,Traditional,283,29,6,418,101,1987,124,54,211
,,,,,,,,,11,2018,,,,,17,17,,,,,,,,KS,3684,216.705882353,911,53.588235294,KS@7952@D0489,200702001321,SY18-19,,231,0.353211009,,Public,,,,Cafeteria,,,D0489,Hays,Hays Middle School,Public School,7952,Ellis,Hays,67601,N,11/1/2018,17,Traditional,654,179,52,2868,816,5886,803,108,291
,,,,,,,,,12,2018,,,,,13,13,,,,,,,,KS,1038,79.846153846,558,42.923076923,KS@2784@D0233,201014000910,SY18-19,,117,0.240740741,,Public,,,,Cafeteria,,,D0233,Olathe,Heatherstone Elementary School,Public School,2784,Johnson,Olathe,66062,N,12/1/2018,13,Traditional,486,86,31,717,321,2093,414,144,246
,,,,,,,,,5,2019,,,,,15,15,,,,,,,,KS,181,12.066666667,112,7.466666667,KS@6486@X0718,,SY18-19,,17,0.180851064,,Nonpublic,,,,Cafeteria,,,X0718,St  Andrew's,St. Andrew's Elem,Private School,6486,Dickinson,Abilene,67410,N,5/1/2019,15,Traditional,94,11,6,106,75,1018,110,2,86
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,3160,166.315789474,1777,93.526315789,KS@7614@D0475,200789001264,SY18-19,,198,0.782608696,,Public,,,,Other,,,D0475,Geary County Schools,Westwood Elementary School,Public School,7614,Geary,Junction City,66441,N,9/1/2018,19,"Traditional Class,",253,154,44,2517,643,446,1420,357,140
,,,,,,,,,11,2018,,,,,18,18,,,,,,,,KS,39,2.166666667,108,6,KS@9308@D0233,,SY18-19,,10,0.217391304,,Public,,,,,,,D0233,Olathe,Harmony Early Childhood Center,Public School,9308,Johnson,Olathe,66062,N,11/1/2018,18,NULL,46,7,3,23,16,110,64,44,59
,,,,,,,,,1,2019,,,,,13,13,,,,,,,,KS,758,58.307692308,711,54.692307692,KS@8291@D0500,,SY18-19,,133,0.898648649,,Public,,,,Cafeteria,,,D0500,Kansas City,North Central Office Early Childhood Center,Public School,8291,Wyandotte,Kansas City,66104,N,1/1/2019,13,Traditional,148,133,0,758,0,86,711,0,81
,,,,,,,,,4,2019,,,,,21,21,,,,,,,,KS,414,19.714285714,71,3.380952381,KS@6142@D0423,200978001012,SY18-19,,27,0.262135922,,Public,,,,Cafeteria,,,D0423,Moundridge,Moundridge High School,Public School,6142,McPherson,Moundridge,67107-0610,N,4/1/2019,21,Traditional,103,19,8,285,129,869,55,16,57
,,,,,,,,,2,2019,,,,,16,16,,,,,,,,KS,6633,414.5625,6184,386.5,KS@8321@D0500,200795001418,SY18-19,,493,0.897996357,,Public,,,,,,,D0500,Kansas City,Rosedale Middle School,Public School,8321,Wyandotte,Kansas City,66103-2005,N,2/1/2019,16,NULL,549,493,0,6633,0,753,6184,0,702
,,,,,,,,,11,2018,,,,,16,16,,,,,,,,KS,193,12.0625,0,0,KS@9025@X0965,,SY18-19,,16,0.031434185,,Nonpublic,,,,,,,X0965,Prince of Peace,Prince of Peace,Private School,9025,Johnson,Olathe,66062,N,11/1/2018,16,NULL,509,12,4,132,61,3493,0,0,0
,,,,,,,,,11,2018,,,,,19,19,,,,,,,,KS,4004,210.736842105,2083,109.631578947,KS@5880@D0413,200459000972,SY18-19,,296,0.583826430,,Public,,,,Other,,,D0413,Chanute,Royster Middle School,Public School,5880,Neosho,Chanute,66720-1697,N,11/1/2018,19,"Traditional Kiosk,",507,249,47,3320,684,1978,1818,265,211
,,,,,,,,,10,2018,,,,,20,20,,,,,,,,KS,2890,144.5,1957,97.85,KS@7448@D0470,200345001237,SY18-19,,191,0.757936508,,Public,,,,Cafeteria,,,D0470,Arkansas City,Roosevelt Elementary School,Public School,7448,Cowley,Arkansas City,67005-2297,N,10/1/2018,20,Traditional,252,173,18,2677,213,529,1804,153,201
,,,,,,,,,3,2019,,,,,14,14,,,,,,,,KS,2610,186.428571429,2357,168.357142857,KS@7176@D0457,,SY18-19,,408,0.668852459,,Public,,,,Other,,,D0457,Garden City,Garfield Early Childhood,Public School,7176,Finney,Garden City,67846,N,3/1/2019,14,"Traditional Class,",610,313,95,2029,581,819,1803,554,1298
,,,,,,,,,5,2019,,,,,16,16,,,,,,,,KS,277,17.3125,105,6.5625,KS@5187@D0385,200336001913,SY18-19,,27,0.059471366,,Public,,,,Cafeteria,,,D0385,Andover,Wheatland Elementary,Public School,5187,Butler,Wichita,67230,N,5/1/2019,16,Traditional,454,18,9,181,96,3494,87,18,375
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,8345,439.210526316,2861,150.578947368,KS@3022@D0305,201137000519,SY18-19,,509,0.634663342,,Public,,,,Cafeteria,,,D0305,Salina,Lakewood Middle School,Public School,3022,Saline,Salina,67401,N,9/1/2018,19,Traditional,802,411,98,6761,1584,3035,2472,389,253
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,1460,76.842105263,235,12.368421053,KS@190@D0203,201068000026,SY18-19,,114,0.184466019,,Public,,,,Cafeteria,,,D0203,Piper-Kansas City,Piper High School,Public School,190,Wyandotte,Kansas City,66109,N,9/1/2018,19,Traditional,618,65,49,833,627,3841,136,99,145
,,,,,,,,,6,2019,,,,,30,30,,,,,,,,KS,954,31.8,947,31.566666667,KS@9028@X0620,,SY18-19,,70,1,,Other,,,,Other,,,X0620,Johnson County Juvenile Detention Center,Johnson County Juvenile Detention Center,Private Residential Child Care Institution,9028,Johnson,Olathe,66061,N,6/1/2019,30,"Traditional Kiosk,",70,70,0,954,0,0,947,0,0
,,,,,,,,,4,2019,,,,,18,18,,,,,,,,KS,1087,60.388888889,347,19.277777778,KS@552@D0220,200351000084,SY18-19,,78,0.569343066,,Public,,,,Cafeteria,,,D0220,Ashland,Ashland Elementary School,Public School,552,Clark,Ashland,67831-0187,N,4/1/2019,18,Traditional,137,67,11,920,167,693,344,3,154
,,,,,,,,,12,2018,,,,,12,12,,,,,,,,KS,604,50.333333333,397,33.083333333,KS@4502@D0362,200825000753,SY18-19,,80,0.414507772,,Public,,,,Other,,,D0362,Prairie View,Parker Elementary School,Public School,4502,Linn,Parker,66072,N,12/1/2018,12,"Traditional Class,",193,59,21,407,197,566,342,55,352
,,,,,,,,,4,2019,,,,,21,21,,,,,,,,KS,880,41.904761905,423,20.142857143,KS@3861@D0335,,SY18-19,,54,0.333333333,,Public,,,,Cafeteria,,,D0335,North Jackson,Jackson Heights High School,Public School,3861,Jackson,Holton,66436,N,4/1/2019,21,Traditional,162,37,17,610,270,1576,357,66,313
,,,,,,,,,10,2018,,,,,20,20,,,,,,,,KS,2106,105.3,972,48.6,KS@6104@D0421,200900001008,SY18-19,,142,0.341346154,,Public,,,,Second Chance,,,D0421,Lyndon,Lyndon High School,Public School,6104,Osage,Lyndon,66451-0488,N,10/1/2018,20,"Traditional Second Chance,",416,94,48,1445,661,3097,668,304,380
,,,,,,,,,2,2019,,,,,17,17,,,,,,,,KS,2308,135.764705882,609,35.823529412,KS@1078@D0240,200396000164,SY18-19,,180,0.432692308,,Public,,,,Cafeteria,,,D0240,Twin Valley,Bennington Elem,Public School,1078,Ottawa,Bennington,67422-0008,N,2/1/2019,17,Traditional,416,148,32,1879,429,2563,578,31,173
,,,,,,,,,4,2019,,,,,22,22,,,,,,,,KS,762,34.636363636,98,4.454545455,KS@765@D0229,201200001715,SY18-19,,38,0.083516484,,Public,,,,Cafeteria,,,D0229,Blue Valley,Liberty View Elementary,Public School,765,Johnson,Olathe,66062-3477,N,4/1/2019,22,Traditional,455,27,11,557,205,4390,98,0,187
,,,,,,,,,5,2019,,,,,17,17,,,,,,,,KS,1297,76.294117647,506,29.764705882,KS@3168@D0309,200999000548,SY18-19,,100,0.555555556,,Public,,,,Cafeteria,,,D0309,Nickerson,Reno Valley Middle School,Public School,3168,Reno,Hutchinson,67501-8817,N,5/1/2019,17,Traditional,180,84,16,1105,192,830,475,31,111
,,,,,,,,,12,2018,,,,,12,12,,,,,,,,KS,962,80.166666667,455,37.916666667,KS@240@D0205,200855000038,SY18-19,,114,0.483050847,,Public,,,,Cafeteria,,,D0205,Bluestem,Bluestem Jr/Sr High School,Public School,240,Butler,Leon,67074,N,12/1/2018,12,Traditional,236,99,15,858,104,581,422,33,81
,,,,,,,,,4,2019,,,,,21,21,,,,,,,,KS,2093,99.666666667,443,21.095238095,KS@5994@D0417,200528000988,SY18-19,,131,0.408099688,,Public,,,,Other,,,D0417,Morris County,Council Grove High,Public School,5994,Morris,Council Grove,66846,N,4/1/2019,21,"Traditional Kiosk,",321,83,48,1345,748,2082,388,55,113
,,,,,,,,,3,2019,,,,,13,13,,,,,,,,KS,408,31.384615385,226,17.384615385,KS@1140@D0243,201281000176,SY18-19,,36,0.387096774,,Public,,,,Cafeteria,,,D0243,Lebo-Waverly,Waverly High School,Public School,1140,Coffey,Waverly,66871-0008,N,3/1/2019,13,Traditional,93,26,10,302,106,624,161,65,163
,,,,,,,,,2,2019,,,,,15,15,,,,,,,,KS,641,42.733333333,493,32.866666667,KS@5214@D0387,,SY18-19,,49,0.753846154,,Public,,,,Cafeteria,,,D0387,Altoona-Midway,Altoona-Midway Elementary School,Public School,5214,Wilson,Altoona,66710,N,2/1/2019,15,Traditional,65,35,14,455,186,201,392,101,135
,,,,,,,,,1,2019,,,,,15,15,,,,,,,,KS,1532,102.133333333,735,49,KS@3991@D0341,201032001887,SY18-19,,135,0.525291829,,Public,,,,Cafeteria,,,D0341,Oskaloosa,Oskaloosa Junior Senior High School,Public School,3991,Jefferson,Oskaloosa,66066,N,1/1/2019,15,Traditional,257,111,24,1234,298,1152,590,145,241
,,,,,,,,,10,2018,,,,,21,21,,,,,,,,KS,3679,175.190476190,1425,67.857142857,KS@1658@D0259,201299000269,SY18-19,,221,0.590909091,,Public,,,,Cafeteria,,,D0259,Wichita,Earhart Environmental Magnet Elementary School,Public School,1658,Sedgwick,Wichita,67204-3307,N,10/1/2018,21,Traditional,374,176,45,2977,702,1614,1208,217,508
,,,,,,,,,8,2018,,,,,14,14,,,,,,,,KS,2654,189.571428571,1629,116.357142857,KS@1758@D0259,201299000307,SY18-19,,240,0.895522388,,Public,,,,Cafeteria,,,D0259,Wichita,Payne Elementary School,Public School,1758,Sedgwick,Wichita,67213-5612,N,8/1/2018,14,Traditional,268,221,19,2478,176,180,1527,102,57
,,,,,,,,,5,2019,,,,,17,17,,,,,,,,KS,6103,359,3592,211.294117647,KS@7736@D0480,,SY18-19,,440,0.781527531,,Public,,,,Other,,,D0480,Liberal,Eisenhower Middle School,Public School,7736,Seward,Liberal,67901,N,5/1/2019,17,"Traditional Kiosk,",563,361,79,5037,1066,1205,3084,508,414
,,,,,,,,,4,2019,,,,,20,20,,,,,,,,KS,1701,85.05,808,40.4,KS@4836@D0374,201209000801,SY18-19,,113,0.585492228,,Public,,,,Cafeteria,,,D0374,Sublette,Sublette High School,Public School,4836,Haskell,Sublette,67877,N,4/1/2019,20,Traditional,193,79,34,1191,510,857,681,127,76
,,,,,,,,,1,2019,,,,,19,19,,,,,,,,KS,1980,104.210526316,1319,69.421052632,KS@6464@D0435,200318001059,SY18-19,,118,0.564593301,,Public,,,,Cafeteria,,,D0435,Abilene,Eisenhower Elementary,Public School,6464,Dickinson,Abilene,67410,N,1/1/2019,19,Traditional,209,87,31,1458,522,1188,1016,303,309
,,,,,,,,,12,2018,,,,,14,14,,,,,,,,KS,3593,256.642857143,1799,128.5,KS@8319@D0500,200795001416,SY18-19,,296,0.896969697,,Public,,,,Cafeteria,,,D0500,Kansas City,West Middle School,Public School,8319,Wyandotte,Kansas City,66104,N,12/1/2018,14,Traditional,330,296,0,3593,0,408,1799,0,204
,,,,,,,,,11,2018,,,,,18,18,,,,,,,,KS,976,54.222222222,557,30.944444444,KS@192@D0110,200034601903,SY18-19,,62,0.534482759,,Public,,,,Cafeteria,,,D0110,Thunder Ridge Schools,Thunder Ridge Elementary,Public School,192,Smith,Kensington,66951-0188,N,11/1/2018,18,Traditional,116,42,20,668,308,880,459,98,219
,,,,,,,,,10,2018,,,,,20,20,,,,,,,,KS,2352,117.6,1082,54.1,KS@1960@D0261,200705001634,SY18-19,,158,0.471641791,,Public,,,,Cafeteria,,,D0261,Haysville,Freeman Elementary School,Public School,1960,Sedgwick,Haysville,67060-1234,N,10/1/2018,20,Traditional,335,124,34,1897,455,1848,892,190,589
,,,,,,,,,12,2018,,,,,15,15,,,,,,,,KS,267,17.8,50,3.333333333,KS@2062@D0267,201108000386,SY18-19,,29,0.081460674,,Public,,,,Cafeteria,,,D0267,Renwick,Andale Elementary & Middle School,Public School,2062,Sedgwick,Andale,67001,N,12/1/2018,15,Traditional,356,27,2,250,17,2938,50,0,135
,,,,,,,,,9,2018,,,,,18,18,,,,,,,,KS,121,6.722222222,14,0.777777778,KS@7773@D0229,201200000534,SY18-19,,13,0.034666667,,Public,,,,Cafeteria,,,D0229,Blue Valley,Prairie Star Elementary School,Public School,7773,Johnson,Leawood,66224-4504,N,9/1/2018,18,Traditional,375,8,5,71,50,3354,14,0,91
,,,,,,,,,5,2019,,,,,15,15,,,,,,,,KS,253,16.866666667,59,3.933333333,KS@6142@D0423,200978001012,SY18-19,,27,0.262135922,,Public,,,,Cafeteria,,,D0423,Moundridge,Moundridge High School,Public School,6142,McPherson,Moundridge,67107-0610,N,5/1/2019,15,Traditional,103,19,8,168,85,562,41,18,44
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,1508,79.368421053,225,11.842105263,KS@1945@D0260,200546001721,SY18-19,,112,0.278606965,,Public,,,,Cafeteria,,,D0260,Derby,Parkhill Elementary,Public School,1945,Sedgwick,Derby,67037,N,9/1/2018,19,Traditional,402,69,43,947,561,2505,138,87,311
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,8743,460.157894737,4983,262.263157895,KS@1798@D0259,201299001648,SY18-19,,559,0.910423453,,Public,,,,Cafeteria,,,D0259,Wichita,Anderson Elementary School,Public School,1798,Sedgwick,Wichita,67216-1499,N,9/1/2018,19,Traditional,614,498,61,7901,842,582,4652,331,194
,,,,,,,,,5,2019,,,,,17,17,,,,,,,,KS,5103,300.176470588,3877,228.058823529,KS@1746@D0259,201299000302,SY18-19,,373,0.918719212,,Public,,,,Cafeteria,,,D0259,Wichita,Mueller Elementary School,Public School,1746,Sedgwick,Wichita,67214-4817,N,5/1/2019,17,Traditional,406,350,23,4819,284,230,3668,209,88
,,,,,,,,,1,2019,,,,,20,20,,,,,,,,KS,1016,50.8,551,27.55,KS@5414@D0396,200561000895,SY18-19,,71,0.338095238,,Public,,,,Second Chance,,,D0396,Douglass Public Schools,Douglass High School,Public School,5414,Butler,Douglass,67039,N,1/1/2019,20,"Traditional Second Chance,",210,51,20,717,299,1482,424,127,514
,,,,,,,,,11,2018,,,,,18,18,,,,,,,,KS,371,20.611111111,14,0.777777778,KS@774@D0229,201200000114,SY18-19,,24,0.107623318,,Public,,,,Cafeteria,,,D0229,Blue Valley,Stilwell Elementary School,Public School,774,Johnson,Stilwell,66085-9415,N,11/1/2018,18,Traditional,223,6,18,96,275,1772,13,1,62
,,,,,,,,,9,2018,,,,,18,18,,,,,,,,KS,2868,159.333333333,2970,165,KS@854@D0233,201014000132,SY18-19,,187,0.766393443,,Public,,,,,,,D0233,Olathe,Ridgeview Elementary School,Public School,854,Johnson,Olathe,66061-4896,N,9/1/2018,18,NULL,244,149,38,2299,569,566,2355,615,787
,,,,,,,,,1,2019,,,,,21,21,,,,,,,,KS,2838,135.142857143,1552,73.904761905,KS@6270@D0428,200666001029,SY18-19,,163,0.571929825,,Public,,,,Cafeteria,,,D0428,Great Bend,Lincoln Elementary School,Public School,6270,Barton,Great Bend,67530-6399,N,1/1/2019,21,Traditional,285,142,21,2453,385,1632,1367,185,302
,,,,,,,,,1,2019,,,,,20,20,,,,,,,,KS,664,33.2,445,22.25,KS@5598@D0403,200402000922,SY18-19,,41,0.460674157,,Public,,,,Cafeteria,,,D0403,Otis-Bison,Otis Bison Elementary School,Public School,5598,Rush,Otis,67565,N,1/1/2019,20,Traditional,89,31,10,483,181,758,356,89,118
,,,,,,,,,10,2018,,,,,21,21,,,,,,,,KS,467,22.238095238,286,13.619047619,KS@3664@D0329,200324000621,SY18-19,,27,0.36,,Public,,,,Cafeteria,,,D0329,Wabaunsee USD 329,Paxico Middle School,Public School,3664,Wabaunsee,Paxico,66526-0130,N,10/1/2018,21,Traditional,75,11,16,181,286,828,142,144,232
,,,,,,,,,8,2018,,,,,11,11,,,,,,,,KS,2264,205.818181818,439,39.909090909,KS@2652@D0290,200001500463,SY18-19,,329,0.457579972,,Public,,,,Cafeteria,,,D0290,Ottawa,Ottawa Sr. High School,Public School,2652,Franklin,Ottawa,66067,N,8/1/2018,11,Traditional,719,220,109,1471,793,1539,315,124,59
,,,,,,,,,2,2019,,,,,15,15,,,,,,,,KS,2218,147.866666667,1158,77.2,KS@6876@D0447,200474001125,SY18-19,,202,0.610271903,,Public,,,,Second Chance,,,D0447,Cherryvale,Cherryvale Middle and High School,Public School,6876,Montgomery,Cherryvale,67335,N,2/1/2019,15,"Traditional Second Chance,",331,166,36,1859,359,863,1059,99,127
,,,,,,,,,1,2019,,,,,18,18,,,,,,,,KS,1439,79.944444444,484,26.888888889,KS@8696@D0507,201140001503,SY18-19,,100,0.666666667,,Public,,,,Cafeteria,,,D0507,Satanta,Satanta Jr.-Sr. High School,Public School,8696,Haskell,Satanta,67870,N,1/1/2019,18,Traditional,150,75,25,1093,346,643,385,99,91
,,,,,,,,,11,2018,,,,,16,16,,,,,,,,KS,1985,124.0625,642,40.125,KS@8838@D0512,201164001552,SY18-19,,151,0.419444444,,Public,,,,Cafeteria,,,D0512,Shawnee Mission,Roesland Elementary School,Public School,8838,Johnson,Shawnee Mission,66205-1370,N,11/1/2018,16,Traditional,360,114,37,1507,478,1464,578,64,188
,,,,,,,,,2,2019,,,,,16,16,,,,,,,,KS,1201,75.0625,190,11.875,KS@380@D0211,201002000060,SY18-19,,97,0.323333333,,Public,,,,Cafeteria,,,D0211,Norton Community Schools,Norton Junior/Senior High,Public School,380,Norton,Norton,67654-1298,N,2/1/2019,16,Traditional,300,70,27,866,335,2023,148,42,97
,,,,,,,,,4,2019,,,,,22,22,,,,,,,,KS,5732,260.545454545,1512,68.727272727,KS@8533@D0501,201226001474,SY18-19,,305,0.646186441,,Public,,,,Cafeteria,,,D0501,Topeka Public Schools,Marjorie French Middle School,Public School,8533,Shawnee,Topeka,66614-4099,N,4/1/2019,22,Traditional,472,244,61,4612,1120,2355,1296,216,256
,,,,,,,,,8,2018,,,,,13,13,,,,,,,,KS,295,22.692307692,81,6.230769231,KS@7782@D0482,200555001296,SY18-19,,41,0.422680412,,Public,,,,Cafeteria,,,D0482,Dighton,Dighton High School,Public School,7782,Lane,Dighton,67839-0939,N,8/1/2018,13,Traditional,97,33,8,235,60,352,80,1,14
,,,,,,,,,3,2019,,,,,15,15,,,,,,,,KS,3668,244.533333333,1819,121.266666667,KS@6088@D0420,201023001005,SY18-19,,335,0.450268817,,Public,,,,Cafeteria,,,D0420,Osage City,Osage City Elementary School,Public School,6088,Osage,Osage City,66523,N,3/1/2019,15,Traditional,744,256,79,2740,928,3937,1512,307,531
,,,,,,,,,2,2019,,,,,13,13,,,,,,,,KS,180,13.846153846,34,2.615384615,KS@823@D0229,201200002045,SY18-19,,20,0.026525199,,Public,,,,Cafeteria,,,D0229,Blue Valley,Aubry Bend Middle School,Public School,823,Johnson,Overland Park,66221,N,2/1/2019,13,Traditional,754,12,8,112,68,3355,31,3,38
,,,,,,,,,11,2018,,,,,16,16,,,,,,,,KS,1390,86.875,336,21,KS@2034@D0265,200654001557,SY18-19,,100,0.218340611,,Public,,,,Cafeteria,,,D0265,Goddard,Discovery Intermediate School,Public School,2034,Sedgwick,Goddard,67052,N,11/1/2018,16,Traditional,458,68,32,948,442,3645,233,103,237
,,,,,,,,,3,2019,,,,,13,13,,,,,,,,KS,1577,121.307692308,827,63.615384615,KS@4438@D0361,200339000747,SY18-19,,159,0.62109375,,Public,,,,Cafeteria,,,D0361,Chaparral Schools,Anthony Elementary School,Public School,4438,Harper,Anthony,67003-2599,N,3/1/2019,13,Traditional,256,115,44,1173,404,477,663,164,74
,,,,,,,,,4,2019,,,,,21,21,,,,,,,,KS,1622,77.238095238,1430,68.095238095,KS@8066@D0493,200507001341,SY18-19,,105,0.593220339,,Public,,,,Cafeteria,,,D0493,Columbus,Park Elementary School,Public School,8066,Cherokee,Columbus,66725-1949,N,4/1/2019,21,Traditional,177,85,20,1386,236,594,1165,265,577
,,,,,,,,,1,2019,,,,,17,17,,,,,,,,KS,2439,143.470588235,1125,66.176470588,KS@5950@D0415,200000601728,SY18-19,,165,0.553691275,,Public,,,,Cafeteria,,,D0415,Hiawatha,Hiawatha Middle School,Public School,5950,Brown,Hiawatha,66434,N,1/1/2019,17,Traditional,298,126,39,1875,564,1373,925,200,74
,,,,,,,,,12,2018,,,,,12,12,,,,,,,,KS,2133,177.75,1024,85.333333333,KS@1644@D0259,201299000262,SY18-19,,222,0.534939759,,Public,,,,Cafeteria,,,D0259,Wichita,Chisholm Trail Elementary School,Public School,1644,Sedgwick,Park City,67219-2260,N,12/1/2018,12,Traditional,415,173,49,1678,455,1292,885,139,506
,,,,,,,,,12,2018,,,,,15,15,,,,,,,,KS,3577,238.466666667,1243,82.866666667,KS@8540@D0501,201226001478,SY18-19,,530,0.496254682,,Public,,,,Cafeteria,,,D0501,Topeka Public Schools,Topeka West High School,Public School,8540,Shawnee,Topeka,66604-3598,N,12/1/2018,15,Traditional,1068,447,83,3052,525,2039,1143,100,307
,,,,,,,,,8,2018,,,,,12,12,,,,,,,,KS,166,13.833333333,53,4.416666667,KS@6486@X0718,,SY18-19,,16,0.183908046,,Nonpublic,,,,Cafeteria,,,X0718,St  Andrew's,St. Andrew's Elem,Private School,6486,Dickinson,Abilene,67410,N,8/1/2018,12,Traditional,87,9,7,86,80,830,52,1,60
,,,,,,,,,4,2019,,,,,20,20,,,,,,,,KS,361,18.05,212,10.6,KS@3667@D0329,200324000623,SY18-19,,20,0.322580645,,Public,,,,Cafeteria,,,D0329,Wabaunsee USD 329,Maple Hill Elementary,Public School,3667,Wabaunsee,Maple Hill,66507-0068,N,4/1/2019,20,Traditional,62,12,8,213,148,529,142,70,189
,,,,,,,,,4,2019,,,,,19,19,,,,,,,,KS,247,13,99,5.210526316,KS@7340@X0868,,SY18-19,,14,0.297872340,,Nonpublic,,,,Cafeteria,,,X0868,Holy Name Catholic Elementary,Holy Name Catholic Elementary School,Private School,7340,Cowley,Winfield,67156,N,4/1/2019,19,Traditional,47,10,4,182,65,310,77,22,37
,,,,,,,,,9,2018,,,,,18,18,,,,,,,,KS,3078,171,922,51.222222222,KS@3262@D0313,200420001585,SY18-19,,236,0.387520525,,Public,,,,Cafeteria,,,D0313,Buhler,Prairie Hills Middle School,Public School,3262,Reno,Hutchinson,67502,N,9/1/2018,18,Traditional,609,173,63,2234,844,3570,692,230,136
,,,,,,,,,3,2019,,,,,15,15,,,,,,,,KS,1016,67.733333333,380,25.333333333,KS@8384@X0789,,SY18-19,,150,0.765306122,,Nonpublic,,,,Cafeteria,,,X0789,Holy Name,Holy Name,Private School,8384,Wyandotte,Kansas City,66103,N,3/1/2019,15,Traditional,196,132,18,803,213,356,331,49,97
,,,,,,,,,12,2018,,,,,14,14,,,,,,,,KS,3021,215.785714286,1823,130.214285714,KS@8312@D0500,200795001411,SY18-19,,246,0.897810219,,Public,,,,Cafeteria,,,D0500,Kansas City,Wm. A. White Elementary School,Public School,8312,Wyandotte,Kansas City,66104-3461,N,12/1/2018,14,Traditional,274,246,0,3021,0,343,1823,0,207
,,,,,,,,,8,2018,,,,,12,12,,,,,,,,KS,1192,99.333333333,386,32.166666667,KS@5135@D0383,200918001049,SY18-19,,139,0.285420945,,Public,,,,Cafeteria,,,D0383,Manhattan,Susan B. Anthony Middle School,Public School,5135,Riley,Manhattan,66502,N,8/1/2018,12,Traditional,487,107,32,946,246,1343,346,40,79
,,,,,,,,,12,2018,,,,,11,11,,,,,,,,KS,205,18.636363636,39,3.545454545,KS@1176@D0245,200867000180,SY18-19,,25,0.409836066,,Public,,,,Cafeteria,,,D0245,LeRoy-Gridley,Southern Coffey County High School,Public School,1176,Coffey,LeRoy,66857-0188,N,12/1/2018,11,Traditional,61,17,8,135,70,306,36,3,2
,,,,,,,,,2,2019,,,,,16,16,,,,,,,,KS,2775,173.4375,1165,72.8125,KS@4545@D0364,200001601674,SY18-19,,201,0.589442815,,Public,,,,Cafeteria,,,D0364,Marysville,Marysville Elementary School,Public School,4545,Marshall,Marysville,66508-1911,N,2/1/2019,16,Traditional,341,149,52,2080,695,1793,991,174,65
