IRN,ORGANIZATION NAME,SCHOOL TYPE,ORGANIZATION TYPE,DESIGNATED COUNTY,ORG MAILING ADDRESS,PARENT IRN
54833,St Bernard School,Elementary School,Nonpublic School,Hamilton,"7115 Springdale Rd, Cincinnati, Ohio, 45247",52514
54866,St Boniface,Elementary School,Nonpublic School,Hamilton,"4305 Pitts Ave, Cincinnati, Ohio, 45223",52514
54882,St Brigid,Elementary School,Nonpublic School,Greene,"312 Fairground Rd, Xenia, Ohio, 45385",52514
54890,St Catharine Of Siena,Elementary School,Nonpublic School,Hamilton,"3324 Wunder Ave, Cincinnati, Ohio, 45211",52514
54908,St Cecilia,Elementary School,Nonpublic School,Hamilton,"4115 Taylor Ave, Cincinnati, Ohio, 45209",52514
54916,St Charles Borromeo,Elementary School,Nonpublic School,Montgomery,"4600 Ackerman Blvd, Kettering, Ohio, 45429",52514
54932,St Christopher,Elementary School,Nonpublic School,Montgomery,"405 E National Rd, Vandalia, Ohio, 45377",52514
54957,St Clement,Elementary School,Nonpublic School,Hamilton,"4534 Vine St, Cincinnati, Ohio, 45217",52514
54965,St Columban,Elementary School,Nonpublic School,Clermont,"896 Oakland Rd, Loveland, Ohio, 45140",52514
54973,St Dominic,Elementary School,Nonpublic School,Hamilton,"371 Pedretti Ave, Cincinnati, Ohio, 45238",52514
54999,St Francis Desales,Elementary School,Nonpublic School,Hamilton,"1602 Madison Rd, Cincinnati, Ohio, 45206",52514
55004,St Francis Desales,Elementary School,Nonpublic School,Warren,"20 W Desales Ave, Lebanon, Ohio, 45036",52514
55012,St Francis Seraph,Elementary School,Nonpublic School,Hamilton,"14 E Liberty St, Cincinnati, Ohio, 45202",52514
55020,St Gabriel,Elementary School,Nonpublic School,Hamilton,"18 W Sharon Rd, Cincinnati, Ohio, 45246",52514
55038,Corryville Catholic,Elementary School,Nonpublic School,Hamilton,"108 Calhoun St, Cincinnati, Ohio, 45219",52514
55046,St Gertrude,Elementary School,Nonpublic School,Hamilton,"6543 Miami Ave., Cincinnati, Ohio, 45243",52514
55053,St Helen,Elementary School,Nonpublic School,Montgomery,"5086 Burkhardt Rd, Dayton, Ohio, 45431",52514
55087,St Ignatius Loyola,Elementary School,Nonpublic School,Hamilton,"5222 N Bend Rd, Cincinnati, Ohio, 45247",52514
55103,St James,Elementary School,Nonpublic School,Hamilton,"6111 Cheviot Rd, Cincinnati, Ohio, 45247",52514
55129,St. John XXIII Catholic School,Elementary School,Nonpublic School,Butler,"3806 Manchester Rd, Middletown, Ohio, 45042",52514
55137,St John The Baptist,Elementary School,Nonpublic School,Hamilton,"5375 Dry Ridge Rd, Cincinnati, Ohio, 45252",52514
55145,St John The Baptist,Elementary School,Nonpublic School,Hamilton,"508 Park Ave, Harrison, Ohio, 45030",52514
55152,St Nicholas Academy,Elementary School,Nonpublic School,Hamilton,"170 Siebenthaler Ave, Reading, Ohio, 45215",52514
55160,St Joseph,Elementary School,Nonpublic School,Hamilton,"745 Ezzard Charles Dr, Cincinnati, Ohio, 45203",52514
55178,St Joseph,Elementary School,Nonpublic School,Butler,"925 S 2nd St, Hamilton, Ohio, 45011",52514
55202,St Joseph Villa Academy Sn,Elementary School,Nonpublic School,Hamilton,"5400 Edalbert Dr, Cincinnati, Ohio, 45239",55202
55202,St Joseph Villa Academy Sn,Indicator that identifies a Chartered Nonpublic school as a non-religious based school,Nonpublic School,Hamilton,"5400 Edalbert Dr, Cincinnati, Ohio, 45239",55202
55210,St Jude,Elementary School,Nonpublic School,Hamilton,"5940 Bridgetown Rd, Cincinnati, Ohio, 45248",52514
55228,St Lawrence,Elementary School,Nonpublic School,Hamilton,"1020 Carson Ave, Cincinnati, Ohio, 45205",52514
55244,St Louis,Elementary School,Nonpublic School,Clermont,"250 N Broadway St, Owensville, Ohio, 45160",52514
55251,St Luke,Elementary School,Nonpublic School,Greene,"1442 N Fairfield Rd, Beavercreek, Ohio, 45432",52514
55293,St Martin Of Tours,Elementary School,Nonpublic School,Hamilton,"3729 Harding Ave, Cincinnati, Ohio, 45211",52514
55319,St Mary,Elementary School,Nonpublic School,Hamilton,"2845 Erie Ave, Cincinnati, Ohio, 45208",52514
55335,St Mary,Elementary School,Nonpublic School,Darke,"238 W 3rd St, Greenville, Ohio, 45331",52514
55368,Piqua Catholic Elementary,Elementary School,Nonpublic School,Miami,"503 W North St, Piqua, Ohio, 45356",52514
55400,St Michael Consolidated,Elementary School,Nonpublic School,Brown,"300 Market St, Ripley, Ohio, 45167",52514
55418,St Michael,Elementary School,Nonpublic School,Hamilton,"11136 Oak St, Sharonville, Ohio, 45241",52514
55434,St Patrick,Elementary School,Nonpublic School,Miami,"420 E Water St, Troy, Ohio, 45373",52514
55442,St Peter,Elementary School,Nonpublic School,Montgomery,"6185 Chambersburg Rd, Huber Heights, Ohio, 45424",52514
55475,St Peter In Chains,Elementary School,Nonpublic School,Butler,"451 Ridgelawn Ave, Hamilton, Ohio, 45013",52514
55566,St Susanna,Elementary School,Nonpublic School,Warren,"500 Reading Rd, Mason, Ohio, 45040",52514
55582,St Teresa Of Avila,Elementary School,Nonpublic School,Hamilton,"1194 Rulison Ave, Cincinnati, Ohio, 45238",52514
55590,St Thomas More,Elementary School,Nonpublic School,Clermont,"788 Ohio Pike, Cincinnati, Ohio, 45245",52514
55608,St Ursula Villa,Elementary School,Nonpublic School,Hamilton,"3660 Vineyard Pl, Cincinnati, Ohio, 45226",52514
55632,St Vincent Ferrer,Elementary School,Nonpublic School,Hamilton,"7754 Montgomery Rd, Cincinnati, Ohio, 45236",52514
55640,St Vivian,Elementary School,Nonpublic School,Hamilton,"885 Denier Pl, Cincinnati, Ohio, 45224",52514
55657,St William,Elementary School,Nonpublic School,Hamilton,"4125 Saint William Ave, Cincinnati, Ohio, 45205",52514
55749,Holy Name,Elementary School,Nonpublic School,Cuyahoga,"8328 Broadway Ave, Cleveland, Ohio, 44105",52522
55814,Our Lady Of Angels,Elementary School,Nonpublic School,Cuyahoga,"3644 Rocky River Dr, Cleveland, Ohio, 44111",52522
55822,Mary Queen of Peace School,Elementary School,Nonpublic School,Cuyahoga,"4419 Pearl Rd, Cleveland, Ohio, 44109",52522
55855,Our Lady Of Mt Carmel West,Elementary School,Nonpublic School,Cuyahoga,"1355 W 70th St, Cleveland, Ohio, 44102",52522
55913,St Adalbert,Elementary School,Nonpublic School,Cuyahoga,"2345 E 83rd St, Cleveland, Ohio, 44104",52522
55947,St Agatha-St Aloysius,Elementary School,Nonpublic School,Cuyahoga,"640 Lakeview Rd, Cleveland, Ohio, 44108",52522
56010,St Francis,Elementary School,Nonpublic School,Cuyahoga,"7206 Myron Ave, Cleveland, Ohio, 44103",52522
56036,Archbishop Lyke-St Henry Campus,Elementary School,Nonpublic School,Cuyahoga,"18230 Harvard Ave, Cleveland, Ohio, 44128",52522
56051,St Ignatius,Elementary School,Nonpublic School,Cuyahoga,"10205 Lorain Ave, Cleveland, Ohio, 44111",52522
56069,St Jerome,Elementary School,Nonpublic School,Cuyahoga,"15100 Lake Shore Blvd, Cleveland, Ohio, 44110",52522
56127,St Leo The Great,Elementary School,Nonpublic School,Cuyahoga,"4900 Broadview Rd, Cleveland, Ohio, 44109",52522
56143,St Mark,Elementary School,Nonpublic School,Cuyahoga,"15724 Montrose Ave, Cleveland, Ohio, 44111",52522
56242,St Rocco,Elementary School,Nonpublic School,Cuyahoga,"3205 Fulton Rd, Cleveland, Ohio, 44109",52522
56267,St Stanislaus,Elementary School,Nonpublic School,Cuyahoga,"6615 Forman Ave, Cleveland, Ohio, 44105",52522
56275,Metro Catholic Parish,Elementary School,Nonpublic School,Cuyahoga,"1910 W 54th St, Cleveland, Ohio, 44102",52522
56283,St Thomas Aquinas,Elementary School,Nonpublic School,Cuyahoga,"9101 Superior Ave, Cleveland, Ohio, 44106",52522
56358,St Mary Byzantine,Elementary School,Nonpublic School,Cuyahoga,"4600 State Rd, Cleveland, Ohio, 44109",52522
56366,St Raphael,Elementary School,Nonpublic School,Cuyahoga,"525 Dover Center Rd, Bay Village, Ohio, 44140",52522
56390,Academy of St Adalbert,Elementary School,Nonpublic School,Cuyahoga,"56 Adelbert St, Berea, Ohio, 44017",52522
56408,St Mary,Elementary School,Nonpublic School,Cuyahoga,"265 Baker St, Berea, Ohio, 44017",52522
56416,Assumption,Elementary School,Nonpublic School,Cuyahoga,"9183 Broadview Rd, Broadview Heights, Ohio, 44147",52522
56424,St Thomas More,Elementary School,Nonpublic School,Cuyahoga,"4180 N Amber Dr, Brooklyn, Ohio, 44144",52522
56432,St Joan Of Arc,Elementary School,Nonpublic School,Cuyahoga,"498 E Washington St, Chagrin Falls, Ohio, 44022",52522
56440,Communion of Saints School,Elementary School,Nonpublic School,Cuyahoga,"2160 Stillman Rd, Cleveland Heights, Ohio, 44118",52522
56481,Our Lady of the Lake School,Elementary School,Nonpublic School,Cuyahoga,"175 E 200th St, Euclid, Ohio, 44119",52522
56531,SS Robert and William School,Elementary School,Nonpublic School,Cuyahoga,"351 E 260th St, Euclid, Ohio, 44132",52522
56549,St Angela Merici,Elementary School,Nonpublic School,Cuyahoga,"20830 Lorain Rd, Fairview Park, Ohio, 44126",52522
56556,St Benedict Catholic School,Elementary School,Nonpublic School,Cuyahoga,"13633 Rockside Rd, Garfield Heights, Ohio, 44125",52522
56580,St Francis Of Assisi,Elementary School,Nonpublic School,Cuyahoga,"6850 Mayfield Rd, Gates Mills, Ohio, 44040",52522
56598,St Paschal Baylon,Elementary School,Nonpublic School,Cuyahoga,"5360 Wilson Mills Rd, Cleveland, Ohio, 44143",52522
56606,St Michael,Elementary School,Nonpublic School,Cuyahoga,"6906 Chestnut Rd, Independence, Ohio, 44131",52522
56648,Lakewood Catholic Academy,Elementary School,Nonpublic School,Cuyahoga,"14808 Lake Ave, Lakewood, Ohio, 44107",52522
56655,Corpus Christi Academy,Elementary School,Nonpublic School,Cuyahoga,"5655 Mayfield Rd, Lyndhurst, Ohio, 44124",52522
56689,Academy Of St Bartholomew,Elementary School,Nonpublic School,Cuyahoga,"14875 Bagley Rd, Cleveland, Ohio, 44130",52522
56697,St Brendan,Elementary School,Nonpublic School,Cuyahoga,"4242 Brendan Ln, North Olmsted, Ohio, 44070",52522
56713,St Albert The Great,Elementary School,Nonpublic School,Cuyahoga,"6667 Wallings Rd, North Royalton, Ohio, 44133",52522
56721,St Mary Of The Falls,Elementary School,Nonpublic School,Cuyahoga,"8262 Columbia Rd, Olmsted Falls, Ohio, 44138",52522
56739,Holy Family,Elementary School,Nonpublic School,Cuyahoga,"7367 York Rd, Parma, Ohio, 44130",52522
56747,St Anthony Of Padua,Elementary School,Nonpublic School,Cuyahoga,"6800 State Rd, Parma, Ohio, 44134",52522
56754,Saint Bridget of Kildare School,Elementary School,Nonpublic School,Cuyahoga,"5620 Hauserman Rd, Parma, Ohio, 44130",52522
56762,St Charles Borromeo,Elementary School,Nonpublic School,Cuyahoga,"7107 Wilber Ave, Parma, Ohio, 44129",52522
56770,St Columbkille,Elementary School,Nonpublic School,Cuyahoga,"6740 Broadview Rd, Parma, Ohio, 44134",52522
56804,St Christopher,Elementary School,Nonpublic School,Cuyahoga,"1610 Lakeview Ave, Rocky River, Ohio, 44116",52522
56812,St Dominic,Elementary School,Nonpublic School,Cuyahoga,"3455 Norwood Rd, Shaker Heights, Ohio, 44122",52522
56820,St Rita,Elementary School,Nonpublic School,Cuyahoga,"33200 Baldwin Rd, Solon, Ohio, 44139",52522
56853,Sts Joseph & John Interparochi,Elementary School,Nonpublic School,Cuyahoga,"12580 Pearl Rd, Strongsville, Ohio, 44136",52522
56861,Gesu,Elementary School,Nonpublic School,Cuyahoga,"2450 Miramar Blvd, University Heights, Ohio, 44118",52522
56887,St Bernadette,Elementary School,Nonpublic School,Cuyahoga,"2300 Clague Rd, Westlake, Ohio, 44145",52522
56911,Julie Billiart,Elementary School,Nonpublic School,Cuyahoga,"4982 Clubside Rd, Lyndhurst, Ohio, 44124",52522
56937,Our Lady Of The Elms,Elementary School,Nonpublic School,Summit,"1290 W Market St, Akron, Ohio, 44313",52522
56945,Incarnate Word Academy,Elementary School,Nonpublic School,Cuyahoga,"6620 Pearl Rd, Parma Heights, Ohio, 44130",52522
56994,St Anthony Of Padua,Elementary School,Nonpublic School,Summit,"80 E York St, Akron, Ohio, 44310",52522
57018,St Francis De Sales,Elementary School,Nonpublic School,Summit,"4009 Manchester Rd, Akron, Ohio, 44319",52522
57034,St Hilary,Elementary School,Nonpublic School,Summit,"645 Moorfield Rd, Fairlawn, Ohio, 44333",52522
57067,St Mary Elementary,Elementary School,Nonpublic School,Summit,"750 S Main St, Akron, Ohio, 44311",52522
57075,St Matthew Parish School,Elementary School,Nonpublic School,Summit,"2580 Benton Ave, Akron, Ohio, 44312",52522
57083,St Paul,Elementary School,Nonpublic School,Summit,"1580 Brown St, Akron, Ohio, 44301",52522
57109,St Vincent De Paul,Elementary School,Nonpublic School,Summit,"17 S Maple St, Akron, Ohio, 44303",52522
57109,St Vincent De Paul,STEM School,Nonpublic School,Summit,"17 S Maple St, Akron, Ohio, 44303",52522
57117,St Joseph,Elementary School,Nonpublic School,Lorain,"175 Saint Joseph Dr, Amherst, Ohio, 44001",52522
57125,St Edward,Elementary School,Nonpublic School,Ashland,"433 Cottage St, Ashland, Ohio, 44805",52522
57133,Holy Trinity,Elementary School,Nonpublic School,Lorain,"2610 Nagel Rd, Avon, Ohio, 44011",52522
57141,St Mary Immaculate Conception,Elementary School,Nonpublic School,Lorain,"2680 Stoney Ridge Rd, Avon, Ohio, 44011",52522
57141,St Mary Immaculate Conception,STEM School,Nonpublic School,Lorain,"2680 Stoney Ridge Rd, Avon, Ohio, 44011",52522
57158,St Joseph,Elementary School,Nonpublic School,Lorain,"32946 Electric Blvd, Avon Lake, Ohio, 44012",52522
57182,St Augustine,Elementary School,Nonpublic School,Summit,"195 7th St NW, Barberton, Ohio, 44203",52522
57208,St Ambrose,Elementary School,Nonpublic School,Medina,"923 Pearl Rd, Brunswick, Ohio, 44212",52522
57208,St Ambrose,STEM School,Nonpublic School,Medina,"923 Pearl Rd, Brunswick, Ohio, 44212",52522
57216,Notre Dame School,Elementary School,Nonpublic School,Geauga,"13000 Auburn Rd, Chardon, Ohio, 44024",52522
57224,St Mary,Elementary School,Nonpublic School,Geauga,"401 North St, Chardon, Ohio, 44024",52522
57224,St Mary,STEM School,Nonpublic School,Geauga,"401 North St, Chardon, Ohio, 44024",52522
57232,Immaculate Heart Of Mary,Elementary School,Nonpublic School,Summit,"2859 Lillis Dr, Cuyahoga Falls, Ohio, 44223",52522
57240,St Joseph,Elementary School,Nonpublic School,Summit,"1909 3rd St, Cuyahoga Falls, Ohio, 44221",52522
57257,Sts Peter And Paul,Elementary School,Nonpublic School,Wayne,"169 W Clinton St, Doylestown, Ohio, 44230",52522
57299,St Jude,Elementary School,Nonpublic School,Lorain,"594 Poplar St, Elyria, Ohio, 44035",52522
57307,St Mary,Elementary School,Nonpublic School,Lorain,"237 4th St, Elyria, Ohio, 44035",52522
57356,St Anthony Of Padua,Elementary School,Nonpublic School,Lorain,"1339 E Erie Ave, Lorain, Ohio, 44052",52522
57406,St Peter,Elementary School,Nonpublic School,Lorain,"3601 Oberlin Ave, Lorain, Ohio, 44053",52522
57422,St Gabriel,Elementary School,Nonpublic School,Lake,"9935 Johnnycake Ridge Rd, Mentor, Ohio, 44060",52522
57422,St Gabriel,STEM School,Nonpublic School,Lake,"9935 Johnnycake Ridge Rd, Mentor, Ohio, 44060",52522
57430,St Mary Of The Assumption,Elementary School,Nonpublic School,Lake,"8540 Mentor Ave, Mentor, Ohio, 44060",52522
57448,St Helen,Elementary School,Nonpublic School,Geauga,"12060 Kinsman Rd, Newbury, Ohio, 44065",52522
57455,St Barnabas,Elementary School,Nonpublic School,Summit,"9200 Olde 8 Rd, Northfield, Ohio, 44067",52522
57463,St Peter,Elementary School,Nonpublic School,Lorain,"35749 Center Ridge Rd, North Ridgeville, Ohio, 44039",52522
57513,Holy Family,Elementary School,Nonpublic School,Summit,"3163 Kent Rd, Stow, Ohio, 44224",52522
57521,Sacred Heart Of Jesus,Elementary School,Nonpublic School,Medina,"110 Humbolt Ave, Wadsworth, Ohio, 44281",52522
57539,Mater Dei Academy,Elementary School,Nonpublic School,Lake,"29840 Euclid Ave, Wickliffe, Ohio, 44092",52522
57539,Mater Dei Academy,STEM School,Nonpublic School,Lake,"29840 Euclid Ave, Wickliffe, Ohio, 44092",52522
57562,St Mary Immaculate Conception,Elementary School,Nonpublic School,Wayne,"515 Beall Ave, Wooster, Ohio, 44691",52522
57570,Blessed Sacrament,Elementary School,Nonpublic School,Licking,"394 E Main St, Newark, Ohio, 43055",52530
57588,All Saints Academy,Elementary School,Nonpublic School,Franklin,"2855 E Livingston Ave, Columbus, Ohio, 43209",52530
57646,Holy Spirit,Elementary School,Nonpublic School,Franklin,"4382 Duchene Ln, Columbus, Ohio, 43213",52530
57653,Holy Trinity,Elementary School,Nonpublic School,Perry,"225 S Columbus St, Somerset, Ohio, 43783",52530
57661,Immaculate Conception,Elementary School,Nonpublic School,Franklin,"366 E North Broadway St, Columbus, Ohio, 43214",52530
57679,Immaculate Conception,Elementary School,Nonpublic School,Tuscarawas,"100 Sherman St, Dennison, Ohio, 44621",52530
57687,Our Lady Of Peace,Elementary School,Nonpublic School,Franklin,"40 E Dominion Blvd, Columbus, Ohio, 43214",52530
57695,Our Lady Of Perpetual Help,Elementary School,Nonpublic School,Franklin,"3752 Broadway, Grove City, Ohio, 43123",52530
57729,Sacred Heart,Elementary School,Nonpublic School,Coshocton,"39 Burt Ave, Coshocton, Ohio, 43812",52530
57745,St Agatha,Elementary School,Nonpublic School,Franklin,"1880 Northam Rd, Columbus, Ohio, 43221",52530
57778,St Andrew,Elementary School,Nonpublic School,Franklin,"4081 Reed Rd, Columbus, Ohio, 43220",52530
57786,St Anthony,Elementary School,Nonpublic School,Franklin,"1300 Urban Dr, Columbus, Ohio, 43229",52530
57810,St Bernadette,Elementary School,Nonpublic School,Fairfield,"1325 Wheeling Rd NE, Lancaster, Ohio, 43130",52530
57836,St Brendan,Elementary School,Nonpublic School,Franklin,"4475 Dublin Rd, Hilliard, Ohio, 43026",52530
57844,St Catharine,Elementary School,Nonpublic School,Franklin,"2865 Fair Ave, Columbus, Ohio, 43209",52530
57851,St Cecilia,Elementary School,Nonpublic School,Franklin,"440 Norton Rd, Columbus, Ohio, 43228",52530
